_id,lat_x,long_x,id,nombre_x,codigo_x,redesid_x,_id_x,lat_y,long_y,id_x,nombre_y,codigo_y,redesid_y,_id_y,date,validoorig,city,estado,valororig,parametro,estacionesid,id_y,hora,fecha,pronostico
5cccf5bee2705c1932820603,19.24666667,-99.01083333,265,Tlahuac,TAH,119,5cccf5bee2705c1932820603,19.24666667,-99.01083333,265,Tlahuac,TAH,119,5cccec1fe2705c19325bcde6,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.5,CO,265,265CO18013000,0,1/30/18,0.3
5cccf5bee2705c1932820604,19.52916667,-99.20472222,266,Tlalnepantla,TLA,119,5cccf5bee2705c1932820604,19.52916667,-99.20472222,266,Tlalnepantla,TLA,119,5cccec23e2705c19325c3c95,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,266,266CO18013000,0,1/30/18,0.325
5cccf5bee2705c1932820605,19.60277778,-99.17722222,267,Tultitlan,TLI,119,5cccf5bee2705c1932820605,19.60277778,-99.17722222,267,Tultitlan,TLI,119,5cccec29e2705c19325cfd10,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.4,CO,267,267CO18013000,0,1/30/18,0.375
5cccf5bee2705c1932820606,19.36083333,-99.07388889,268,UAM Iztapalapa,UIZ,119,5cccf5bee2705c1932820606,19.36083333,-99.07388889,268,UAM Iztapalapa,UIZ,119,5cccec2ee2705c19325d6e28,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.1,CO,268,268CO18013000,0,1/30/18,0.325
5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccf5bee2705c1932820607,19.30444444,-99.10388889,269,UAM Xochimilco,UAX,119,5cccec35e2705c19325e1e24,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.6,CO,269,269CO18013000,0,1/30/18,0.35
5cccf5bee2705c1932820608,19.6575,-99.09666667,270,Villa de las Flores,VIF,119,5cccf5bee2705c1932820608,19.6575,-99.09666667,270,Villa de las Flores,VIF,119,5cccec3ae2705c19325ecd80,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.1,CO,270,270CO18013000,0,1/30/18,0.3
5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccf5bee2705c1932820609,19.52611111,-99.0825,271,Xalostoc,XAL,119,5cccec3fe2705c19325f6cfe,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Ciudad de Mexico,0.3,CO,271,271CO18013000,0,1/30/18,0.275
5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccf5bee2705c193282060a,20.50897222,-97.44698611,291,Universidad Veracruzana,PR-03,120,5cccec45e2705c19326031ef,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Veracruz,0.926,CO,291,291CO18013000,0,1/30/18,0.4815
5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccf5bee2705c193282060b,20.08525,-98.36663889,292,Tulancingo,TLN,121,5cccec4ce2705c1932610ff8,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Hidalgo,0.552210139,CO,292,292CO18013000,0,1/30/18,0.469552535
5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccf5bee2705c193282060e,17.09466667,-96.75216667,297,Casa Hogar,CHO,73,5cccec54e2705c193261f119,2018-01-30T00:00:00.000Z,1,Valle de Mexico,Oaxaca,0.004,CO,297,297CO18013000,0,1/30/18,0.445552535
